"","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","welcome","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","MTurkCode","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE"
"369","2018-09-10 06:46:02","2018-09-10 06:59:09","0","104.222.32.85",100,787,"1","2018-09-10 06:59:10","R_xf69Jgq6XuruNR7","","","","","39.746002197266","-75.546600341797","anonymous","EN","","1",5,3,4,4,5,4,3,5,2,4,3,1,3,5,2,5,4,3,2,4,5,2,5,2,3,4,4,5,4,2,"7.669","223.561","224.69","32",1,2,4,1,4,1,4,1,1,4,3,"3.109","69.705","71.099","13","1","4.575","4.575","10.7","1","0","0","5.361","0","30","13.059","28.3","29.048","4","50","13.887","25.758","39.472","2","","","","","",4,4,4,"0",2,1,3,1,3,"","male","",32,"english","","multi","","76","","0","doctorate","$100K-$250K","0","","Control","599150832",50,39.472,2,4.6,4.16666666666667,2.83333333333333,4.5,4,5,5,5,5,5,3,4,3,3,4,5,0.3,0.566666666666667,0.696969696969697,0.454545454545455,0.433333333333333,0.513639035861257,1.28994708994709,0.776308054085832,-1.02545084351367,0.159369527145359,0.601019941759668,-0.555514923199293,-1.1132306566906,-0.385221319834458,-1.39868090597368,0.188717075317515,"hiprev","hiprom","loass","hiloc",0,1.57163201954411,1.23266276014348,-0.033060300158641,0.576884276143333,-1
"370","2018-09-10 06:53:16","2018-09-10 06:59:10","0","50.234.150.230",100,354,"1","2018-09-10 06:59:11","R_1i37ooUXLfmPHrz","","","","","36.193603515625","-86.805702209473","anonymous","EN","","1",5,1,4,5,4,3,4,4,5,2,5,1,2,2,4,5,1,1,6,5,4,3,1,4,5,1,2,5,5,2,"2.878","84.825","85.408","37",3,2,4,3,4,2,3,2,3,4,2,"4.747","43.075","44.012","11","1","0","0","34.886","0","0","0","19.692","0","30","17.663","17.663","19.147","1","35","9.639","9.639","10.547","1","","","","","",5,5,3,"0",4,4,4,3,4,"","female","",38,"english","","white","","95","","0","graddegree","$70K-$100K","0","","Control","651939105",35,10.547,1,3.8,3.5,4.41666666666667,4.5,4,3,4,4,3,3,4,6,5,5,5,3,0.2,0.3,1.53787878787879,0.454545454545455,0.3,0.380305702527925,0.48994708994709,0.109641387419165,0.557882489819663,0.159369527145359,-0.457919955626414,0.988053260346834,1.15276595104036,0.402534637579827,0.0791706173192649,0.925322433814912,"hiprev","hiprom","hiass","hiloc",0,0.596936525880988,0.174094361807466,-0.462191305808507,0.427133384728308,-1
"371","2018-09-10 06:53:41","2018-09-10 06:59:11","0","82.102.30.124",100,329,"1","2018-09-10 06:59:11","R_2YaDQEl6hSW83xI","","","","","36.175003051758","-115.13719940186","anonymous","EN","","1",5,3,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,5,3,4,2,5,3,3,5,5,5,"3.191","88.67","89.973","35",2,2,4,3,4,2,4,2,4,4,3,"9.548","57.335","59.39","13","1","0","0","5.234","0","0","0","11.028","0","30","1.621","16.539","17.248","2","50","6.716","6.716","8.364","1","","","","","",5,4,4,"0",3,3,4,3,3,"","male","",30,"english","","black","","","","0","doctorate","$100K-$250K","0","","Control","41654042",50,8.364,1,3.8,3.5,4.25,4.75,4,3,4,4,4,2,3,4,2,4,2,5,0.2,0.7,0.931818181818182,0.75,0.3,0.380305702527925,0.48994708994709,0.109641387419165,0.391215823152996,0.409369527145359,0.601019941759668,0.216269168573771,0.397433748463374,0.402534637579827,0.0791706173192649,0.188717075317515,"hiprev","hiprom","hiass","hiloc",0,0.596936525880988,0.174094361807466,-0.033060300158641,0.427133384728308,-1
"372","2018-09-10 06:47:12","2018-09-10 06:59:15","0","72.95.136.223",100,723,"1","2018-09-10 06:59:15","R_2eVkTeVzQFeTX4t","","","","","40.544692993164","-79.928802490234","anonymous","EN","","1",3,1,4,5,4,1,6,4,3,2,6,1,1,1,6,4,3,1,6,6,6,5,1,4,6,1,1,5,4,4,"3.223","165.832","166.701","33",3,2,3,4,4,3,1,3,5,3,1,"7.564","180.765","181.995","12","1","0","0","32.343","0","0","0","27.093","0","30","20.951","23.155","26.18","2","","","","","","0","20.096","20.096","27.983","1",5,5,3,"0",4,3,4,5,1,"It would have been nice to know what was going to happen (but impossible to know)","female","",54,"english","","white","","90","","","graddegree","$250K-$500K","0","","CF Loss","164600678",0,27.983,1,3.2,2.66666666666667,5,4.5,4,2,3,3,3,1,5,6,5,6,6,3,0.7,2.26666666666667,2.54545454545455,1.18181818181818,0.533333333333334,0.613639035861258,-0.11005291005291,-0.723691945914168,1.141215823153,0.159369527145359,-0.457919955626414,0.988053260346834,0.397433748463374,0.402534637579827,1.55702214061221,-1.28449364167728,"loprev","loprom","hiass","hiloc",1,-0.134085094366356,-1.14911613611255,-1.46349698565819,0.689197444704604,1
"373","2018-09-10 06:45:53","2018-09-10 06:59:16","0","50.88.122.169",100,802,"1","2018-09-10 06:59:16","R_2sXaJNZYw7fSaJr","","","","","28.203994750977","-81.495101928711","anonymous","EN","","1",6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,3,6,6,6,6,1,6,6,6,6,6,6,"431.033","477.502","480.483","35",3,3,3,3,3,3,3,3,1,5,1,"40.088","71.269","72.495","14","1","0","0","5.799","0","0","0","2.078","0","30","3.176","6.636","9.479","4","","","","","","100","3.274","3.274","7.852","1",5,5,5,"0",5,5,5,5,5,"","female","",50,"english","","black","","12","","0","associates","$20K-$40K","0","","CF Loss","825585503",100,7.852,1,3,4,4.75,5.58333333333333,3,3,3,3,3,5,5,1,4,1,1,6,0,1.2,4.02272727272727,2.08333333333333,-1,-0.919694297472075,-0.31005291005291,0.609641387419165,0.891215823152996,1.24270286047869,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","hiprom","hiass","hiloc",1,-0.377758967782138,0.968020660559476,1.39737638534091,-1.03293780656819,1
"374","2018-09-10 06:49:42","2018-09-10 06:59:32","0","70.163.6.37",100,589,"1","2018-09-10 06:59:32","R_24bKcEm8EviSCQZ","","","","","38.785095214844","-77.286598205566","anonymous","EN","","1",5,1,3,4,4,2,4,4,2,2,5,1,2,1,5,4,1,2,5,5,5,5,2,3,4,1,1,3,3,2,"3.553","83.958","92.034","7",2,1,3,1,5,1,3,4,4,3,2,"2.93","36.201","63.73","7","1","3.13","26.369","28.895","9","2.422","11.2","14.866","4","30","2.287","25.516","26.656","13","80","16.556","23.066","24.236","3","","","","","",5,5,4,"0",4,3,4,2,2,"Someone should do a survey with an actual time machine that allows me to go back and actually invest my bonus in bitcoin....","male","",47,"english","","white","","100","","0",NA,"$70K-$100K","0","","Control","750763014",80,24.236,3,4.4,3.16666666666667,4.33333333333333,4,5,5,5,2,4,2,4,6,5,6,5,4,1.8,0.566666666666667,2.24242424242424,0.545454545454545,1.23333333333333,1.31363903586126,1.08994708994709,-0.223691945914168,0.474549156486329,-0.340630472854641,0.601019941759668,0.988053260346834,0.397433748463374,0.402534637579827,-0.659755144327207,-0.547888283179883,"hiprev","loprom","hiass","loloc",0,1.32795814612833,-0.355189837360541,0.82520171114109,1.47538962463349,-1
"375","2018-09-10 06:45:47","2018-09-10 06:59:33","0","24.180.158.173",100,825,"1","2018-09-10 06:59:33","R_DGGNrabqscwpmKJ","","","","","43.118804931641","-85.494300842285","anonymous","EN","","1",6,1,3,6,5,6,4,6,6,2,5,1,1,1,5,6,1,1,6,6,6,2,1,2,6,2,1,6,6,1,"3.752","462.62","463.277","90",3,3,4,3,3,3,3,2,3,5,1,"5.497","54.692","55.596","46","1","3.256","3.256","6.09","1","0","0","3.314","0","30","4.984","12.191","13.551","3","0","5.888","17.815","19.646","3","","","","","",5,5,3,"0",1,2,2,1,1,"","female","",29,"english","","white","","74","","0","bachelors","$70K-$100K","0","","Control","999315578",0,19.646,3,3.2,3.83333333333333,4.83333333333333,5.58333333333333,3,3,3,4,3,3,5,6,5,6,6,5,0.2,0.966666666666667,2.87878787878788,0.810606060606061,-0.633333333333333,-0.553027630805409,-0.11005291005291,0.442974720752499,0.974549156486329,1.24270286047869,-0.457919955626414,-1.32729901497236,-0.357898454113614,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","hiprom","hiass","hiloc",0,-0.134085094366356,0.703378560975473,-1.46349698565819,-0.621122855176873,-1
"376","2018-09-10 06:51:47","2018-09-10 06:59:34","0","70.185.192.222",100,466,"1","2018-09-10 06:59:34","R_1IyBAfAq09uHRKp","","","","","36.098602294922","-95.928802490234","anonymous","EN","","1",4,3,1,4,3,3,2,3,5,5,3,1,4,2,5,4,3,3,2,5,3,2,5,4,4,1,2,4,1,1,"3.294","73.751","74.685","36",3,1,3,1,5,1,3,1,3,2,4,"189.584","235.272","236.603","15","1","0","0","10.46","0","0","0","12.118","0","30","5.375","7.801","8.858","2","100","5.393","5.393","6.143","1","","","","","",5,5,5,"0",5,5,5,5,5,"","female","",28,"english","","white","","88","","0","somecollege","$70K-$100K","0","","Control","756277061",100,6.143,1,5,2.66666666666667,3.25,3.08333333333333,5,5,5,5,3,3,2,4,2,5,3,3,0,0.266666666666667,2.20454545454545,1.17424242424242,2.33333333333333,2.41363903586126,1.68994708994709,-0.723691945914168,-0.608784176847004,-1.25729713952131,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","loprom","loass","loloc",0,2.05897976637568,-1.14911613611255,1.39737638534091,2.71083447880745,-1
"377","2018-09-10 06:45:55","2018-09-10 06:59:37","0","97.95.92.139",100,822,"1","2018-09-10 06:59:38","R_V3vbQFSIkYG7iOl","","","","","46.628799438477","-87.479598999023","anonymous","EN","","1",4,1,1,6,4,6,4,2,6,1,6,1,6,6,6,5,2,2,5,6,3,3,2,6,5,2,1,4,2,5,"13.352","208.498","215.743","30",3,1,4,4,5,3,1,1,4,1,2,"12.502","102.923","106.41","11","1","0","0","33.987","0","0","0","25.085","0","30","34.435","40.224","43.997","2","","","","","","100","60.65","60.65","66.441","1",5,5,5,"0",3,3,3,2,2,"","female","",39,"english","","white","","74","","0","associates","$70K-$100K","0","","CF Loss","12921195",100,66.441,1,4,2.5,5.41666666666667,3.16666666666667,5,2,3,5,3,2,4,6,6,6,1,1,2,1.9,0.992424242424242,3.06060606060606,1.5,1.58030570252792,0.68994708994709,-0.890358612580835,1.55788248981966,-1.17396380618797,1.65995983914575,0.216269168573771,0.397433748463374,-0.385221319834458,-0.659755144327207,-0.547888283179883,"hiprev","loprom","hiass","loloc",1,0.84061039929677,-1.41375823569655,1.39737638534091,1.77489140746354,1
"378","2018-09-10 06:54:21","2018-09-10 06:59:41","0","74.243.158.82",100,320,"1","2018-09-10 06:59:41","R_2duc5fQ1YNyfWTu","","","","","36.339996337891","-79.628799438477","anonymous","EN","","1",2,1,1,5,1,1,1,1,2,6,3,1,6,1,5,2,1,1,6,6,1,3,1,6,3,3,2,2,1,3,"50.498","53.645","82.82","2",1,2,3,2,4,2,3,5,5,1,5,"0","0","29.809","0","1","0","0","13.899","0","0","0","14.854","0","30","6.421","11.893","14.108","2","","","","","","0","5.393","5.393","12.637","1",5,5,3,"0",2,1,1,1,1,"na","male","",54,"english","","white","","84","","0","bachelors","$20K-$40K","0","","CF Loss","460803289",0,12.637,1,3.4,2.33333333333333,3.5,1.75,4,4,4,1,5,1,1,6,1,5,1,1,1.8,2.66666666666667,4.09090909090909,1.47727272727273,1.06666666666667,1.14697236919459,0.0899470899470898,-1.0570252792475,-0.358784176847004,-2.59063047285464,-0.457919955626414,-0.555514923199293,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","loprom","loass","loloc",1,0.109588779049425,-1.67840033528056,-1.46349698565819,1.28820101036471,1
"379","2018-09-10 06:50:31","2018-09-10 06:59:41","0","73.230.128.17",100,550,"1","2018-09-10 06:59:42","R_10COO2envRvqS61","","","","","41.280807495117","-75.896202087402","anonymous","EN","","1",4,4,4,5,4,2,4,4,4,3,4,2,3,2,4,4,2,2,5,4,4,2,1,2,4,3,2,4,4,3,"5.334","120.322","121.454","30",3,4,3,5,4,4,3,3,3,3,2,"4.986","55.443","57.232","13","1","0","0","17.054","0","0","0","27.322","0","30","30.349","32.85","34.379","3","","","","","","0","14.392","14.392","15.948","1",5,3,3,"1",NA,NA,NA,NA,NA,"It's been a rough couple of days crypto wise.","male","",42,"english","","white","","90","","0","graddegree","$250K-$500K","0","","CF Loss","348572389",0,15.948,1,2.4,3.16666666666667,3.66666666666667,4.16666666666667,2,1,2,3,3,3,4,3,4,5,4,5,1.3,0.166666666666667,0.96969696969697,0.151515151515152,-0.766666666666667,-0.686360964138742,-0.91005291005291,-0.223691945914168,-0.192117510180338,-0.173963806187974,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","loass","loloc",1,-1.10878058802948,-0.355189837360541,-1.46349698565819,-0.770873746591899,1
"380","2018-09-10 06:48:14","2018-09-10 06:59:49","0","104.131.66.8",100,695,"1","2018-09-10 06:59:49","R_2rr38vdDZM5Se7m","","","","","40.721405029297","-74.00520324707","anonymous","EN","","1",5,4,5,5,5,5,6,5,4,5,6,5,6,5,5,6,4,5,5,5,6,3,5,2,4,5,4,5,2,5,"11.578","106.131","107.787","36",4,4,4,4,4,3,3,4,4,4,4,"91.926","178.7","179.188","12","1","0","0","3.092","0","0","0","4.157","0","30","27.446","83.168","85.097","5","60","70.906","70.906","72.231","1","","","","","",4,2,4,"1",NA,NA,NA,NA,NA,"Thank you for your study and like to learn about the subject","female","",30,"english","","white","","81","","0","doctorate",NA,"0","","Control","754881216",60,72.231,1,2.6,2.83333333333333,4.33333333333333,4.5,2,2,3,2,2,2,2,3,2,3,1,5,0.8,0.966666666666667,1.6969696969697,2.27272727272727,-0.233333333333333,-0.153027630805409,-0.71005291005291,-0.557025279247501,0.474549156486329,0.159369527145359,0.601019941759668,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",0,-0.865106714613701,-0.884474036528547,0.253027036941269,-0.171870180931796,-1
"381","2018-09-10 06:45:55","2018-09-10 06:59:54","0","50.88.122.169",100,839,"1","2018-09-10 06:59:54","R_URr98gv8wp2oBr3","","","","","28.203994750977","-81.495101928711","anonymous","EN","","1",6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,4,6,6,6,6,1,6,6,6,6,6,6,"482.723","516.257","517.54","35",1,3,3,3,3,3,3,3,3,5,5,"35.991","74.972","76.2","14","1","0","0","6.056","0","0","0","2.812","0","30","14.553","14.553","15.242","1","100","8.533","9.91","11.533","4","","","","","",5,5,5,"0",5,5,5,5,5,"","female","",40,"english","","asian","","12","","0","graddegree","$70K-$100K","0","","Control","424293728",100,11.533,4,3,3.33333333333333,4.16666666666667,5.58333333333333,3,3,3,3,5,3,1,1,1,1,1,6,0,2.26666666666667,5.78787878787879,2.08333333333333,-0.333333333333333,-0.253027630805409,-0.31005291005291,-0.0570252792475014,0.307882489819663,1.24270286047869,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","loprom","hiass","hiloc",0,-0.377758967782138,-0.0905477377765371,1.39737638534091,-0.284183349493065,-1
"383","2018-09-10 06:51:26","2018-09-10 06:59:57","0","75.70.148.98",100,510,"1","2018-09-10 06:59:57","R_Y31eHiHkZQ7gXnP","","","","","39.928497314453","-104.95590209961","anonymous","EN","","1",5,2,4,5,1,3,3,3,4,5,2,1,4,2,2,3,3,3,2,5,3,2,2,3,4,1,2,5,3,4,"4.924","151.676","152.451","30",4,1,2,1,5,1,2,1,3,1,3,"6.09","39.745","40.565","11","1","3.104","4.648","23.122","2","5.314","8.865","29.018","2","30","14.33","14.33","16.612","1","50","13.437","13.437","14.908","1","","","","","",3,4,3,"0",2,2,3,2,2,"","male","",30,"english","","multi","","58","","0","associates","$100K-$250K","0","","Control","635514954",50,14.908,1,5,2.16666666666667,3.25,3.58333333333333,5,5,5,5,2,3,3,5,2,5,3,4,0,0.566666666666667,1.65909090909091,1.35606060606061,2.83333333333333,2.91363903586126,1.68994708994709,-1.22369194591417,-0.608784176847004,-0.757297139521307,-0.457919955626414,-0.555514923199293,-0.357898454113614,-0.385221319834458,-0.659755144327207,-0.547888283179883,"hiprev","loprom","loass","loloc",0,2.05897976637568,-1.94304243486456,-0.033060300158641,3.2724003216138,-1
"384","2018-09-10 06:50:31","2018-09-10 07:00:00","0","107.181.76.100",100,569,"1","2018-09-10 07:00:01","R_25H32GFPwQlD1kh","","","","","36.167999267578","-86.781700134277","anonymous","EN","","1",5,6,5,6,4,6,5,6,5,6,5,6,5,6,5,6,4,6,5,6,5,6,5,6,5,6,5,6,5,6,"0","0","23.606","0",4,5,4,3,5,5,4,3,4,4,5,"5.534","31.469","33.43","12","1","1.971","2.169","3.333","2","0","0","3.806","0","30","15.731","100.587","102.292","11","","","","","","53","36.041","36.041","37.412","1",4,3,4,"0",3,4,4,4,4,"This is survey very interest at very nice","female","",35,"english","","black","","95","","1","doctorate","$70K-$100K","0","","CF Loss","15650739",53,37.412,1,2.6,2.83333333333333,4.41666666666667,4.66666666666667,1,3,1,3,2,2,1,1,1,2,2,1,2.8,1.76666666666667,3.71969696969697,2.60606060606061,-0.233333333333333,-0.153027630805409,-0.71005291005291,-0.557025279247501,0.557882489819663,0.326036193812026,0.601019941759668,0.216269168573771,1.15276595104036,0.402534637579827,0.818096378965737,0.925322433814912,"loprev","loprom","hiass","hiloc",1,-0.865106714613701,-0.884474036528547,0.0527659009713321,-0.171870180931796,1
"385","2018-09-10 06:46:07","2018-09-10 07:00:07","0","50.108.208.216",100,839,"1","2018-09-10 07:00:07","R_Z7Qsv2zOokNmilz","","","","","43.042297363281","-74.628700256348","anonymous","EN","","1",5,4,5,5,4,4,4,5,5,4,4,5,4,4,5,5,4,4,5,4,4,5,4,3,3,4,4,4,5,4,"3.03","43.28","44.46","35",4,3,5,3,3,4,5,3,3,3,2,"5.563","36.963","39.5","13","1","0","0","3.852","0","0","0","7.069","0","30","1.867","12.055","13.358","3","","","","","","100","9.001","9.001","10.285","1",5,5,3,"0",3,3,5,1,1,"","female","",29,"english","","white","","83","","0","graddegree","$70K-$100K","0","","CF Loss","488552487",100,10.285,1,2.8,3.66666666666667,4.08333333333333,4.33333333333333,3,3,2,3,2,3,4,3,3,3,3,4,0.2,1.46666666666667,0.628787878787879,0.606060606060606,-0.866666666666667,-0.786360964138742,-0.51005291005291,0.276308054085832,0.224549156486329,-0.00729713952130773,-0.457919955626414,0.216269168573771,0.397433748463374,1.19029059499411,-1.39868090597368,-1.28449364167728,"loprev","hiprom","hiass","loloc",1,-0.621432841197919,0.438736461391469,1.39737638534091,-0.883186915153169,1
"386","2018-09-10 06:47:20","2018-09-10 07:00:08","0","216.186.152.147",100,768,"1","2018-09-10 07:00:09","R_1eDj8pxgto1Ckpb","","","","","40.053207397461","-83.022003173828","anonymous","EN","","1",3,2,2,5,5,2,4,5,5,2,4,1,5,4,2,5,2,3,4,6,5,4,3,5,5,2,3,3,4,5,"5.215","190.214","191.3","40",4,2,3,4,4,3,3,4,4,3,3,"7.56","247.544","249.334","23","1","15.251","17.091","18.61","2","13.332","13.332","14.533","1","30","8.863","44.798","45.914","9","","","","","","62","6.229","8.864","10.234","2",2,3,3,"0",4,3,1,3,4,"n/a","female","",34,"english","","black","","87","","0","associates","$250K-$500K","0","","CF Loss","508029953",62,10.234,2,3,2.66666666666667,4.16666666666667,3.83333333333333,4,2,3,2,2,2,3,5,5,4,2,2,1,0.266666666666667,1.42424242424242,1.78787878787879,0.333333333333333,0.413639035861258,-0.31005291005291,-0.723691945914168,0.307882489819663,-0.507297139521307,-0.457919955626414,0.988053260346834,0.397433748463374,-1.96073323466303,0.0791706173192649,0.925322433814912,"loprev","loprom","hiass","loloc",1,-0.377758967782138,-1.14911613611255,0.310244504361251,0.464571107582065,1
"387","2018-09-10 06:51:56","2018-09-10 07:00:10","0","108.62.5.165",100,493,"1","2018-09-10 07:00:11","R_3MaIKc7y8yPzdEV","","","","","33.6748046875","-111.95189666748","anonymous","EN","","1",6,5,6,6,6,4,5,4,5,5,4,6,4,5,3,5,3,3,2,3,3,1,3,1,5,6,5,6,5,6,"2.445","101.549","102.336","32",4,3,3,1,3,3,5,1,5,4,5,"5.887","94.536","95.712","14","1","0","0","12.956","0","0","0","8.59","0","30","4.401","26.12","29.617","19","","","","","","92","24.137","25.678","32.656","2",2,4,4,"0",4,2,4,4,4,"good ","male","",26,"english","","white","","12","","0","graddegree","$70K-$100K","0","","CF Loss","937526251",92,32.656,2,3.8,2.66666666666667,3.25,5.08333333333333,3,5,3,5,2,1,1,2,2,2,3,6,1.2,2.66666666666667,2.38636363636364,1.35606060606061,1.13333333333333,1.21363903586126,0.48994708994709,-0.723691945914168,-0.608784176847004,0.742702860478692,0.601019941759668,0.988053260346834,-0.357898454113614,0.402534637579827,0.818096378965737,0.925322433814912,"hiprev","loprom","loass","hiloc",1,0.596936525880988,-1.14911613611255,1.16850651566098,1.36307645607222,1
"388","2018-09-10 06:51:01","2018-09-10 07:00:12","0","167.99.106.48",100,551,"1","2018-09-10 07:00:12","R_2ONiCstypVc6fUu","","","","","40.721405029297","-74.00520324707","anonymous","EN","","1",6,3,4,5,5,5,5,5,3,3,2,2,6,6,5,6,5,4,3,5,5,3,3,1,5,3,4,4,3,4,"3.866","116.401","120.431","34",1,1,5,3,5,3,5,1,1,5,1,"10.928","90.443","91.038","17","1","0","0","23.037","0","0","0","12.691","0","30","27.709","28.581","30.565","2","30","14.923","14.923","16.701","1","","","","","",4,4,4,"0",3,3,4,3,3,"no thanks","male","",30,"english","","white","","83","","1","graddegree","$70K-$100K","0","","Control","752324206",30,16.701,1,4.2,5,3.83333333333333,4.58333333333333,5,3,3,5,5,5,5,4,4,3,1,6,1.2,0,1.06060606060606,2.08333333333333,-0.8,-0.719694297472075,0.88994708994709,1.60964138741917,-0.0254508435136707,0.242702860478692,0.601019941759668,0.216269168573771,0.397433748463374,0.402534637579827,0.0791706173192649,0.188717075317515,"hiprev","hiprom","loass","hiloc",0,1.08428427271255,2.5558732580635,-0.605234974358462,-0.808311469445656,-1
"389","2018-09-10 06:55:21","2018-09-10 07:00:12","0","71.47.10.202",100,290,"1","2018-09-10 07:00:13","R_ys6mAsJDNL19MVH","","","","","28.510604858398","-81.197601318359","anonymous","EN","","1",3,4,3,5,4,3,5,5,2,4,4,3,5,5,4,3,2,5,3,4,4,3,4,4,3,5,4,4,5,5,"1.814","36.814","37.061","55",4,3,4,3,3,3,4,3,4,3,3,"6.061","17.245","19.118","11","1","3.707","5.837","7.943","4","24.831","32.779","33.54","4","30","3.977","6.799","31.291","3","","","","","","50","13.921","13.921","14.823","1",3,4,4,"0",3,3,4,3,3,"","female","",26,"english","","hispanic","","12","","1","graddegree","$40K-$70K","0","","CF Loss","541421657",50,14.823,1,3,3,3.5,3.66666666666667,3,3,3,3,2,2,3,3,3,3,2,3,0,0.8,0.818181818181818,0.96969696969697,0,0.0803057025279248,-0.31005291005291,-0.390358612580835,-0.358784176847004,-0.673963806187974,0.601019941759668,0.216269168573771,0.397433748463374,0.402534637579827,0.0791706173192649,0.188717075317515,"loprev","loprom","loass","loloc",1,-0.377758967782138,-0.619831936944544,-0.033060300158641,0.0901938790444998,1
"390","2018-09-10 06:46:14","2018-09-10 07:00:14","0","207.66.117.12",100,840,"1","2018-09-10 07:00:15","R_d5Vy4t86ok7WIU1","","","","","29.748199462891","-95.490898132324","anonymous","EN","","1",6,5,4,5,4,5,5,6,5,4,5,6,5,4,5,5,5,4,3,4,5,3,2,3,5,4,3,4,5,4,"5.444","58.816","61.61","33",3,2,5,3,3,4,4,3,4,4,4,"25.867","114.764","117.723","15","1","0","0","5.412","0","0","0","5.935","0","30","25.211","41.751","70.006","6","","","","","","23","152.364","157.137","158.843","6",3,3,2,"1",NA,NA,NA,NA,NA,"No, enough","female","",30,"english","","black","","96","","0","doctorate","$70K-$100K","0","","CF Loss","208565096",23,158.843,6,3,3.33333333333333,4,4.58333333333333,4,3,2,3,3,2,2,2,3,4,2,4,0.5,1.46666666666667,1.09090909090909,1.17424242424242,-0.333333333333333,-0.253027630805409,-0.31005291005291,-0.0570252792475014,0.141215823152996,0.242702860478692,-1.5168598530125,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",1,-0.377758967782138,-0.0905477377765371,-0.805496110328399,-0.284183349493065,1
