"","StartDate","EndDate","Progress","Durationinseconds","Finished","ResponseId","UserLanguage","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE","countryCode","countryName","asn","isp","block","hostname","block12","block.d"
"334","2018-09-10 06:48:33","2018-09-10 06:55:08",100,394,"1","R_2CJM3jjsYlFcOAe","EN","1",6,1,4,6,5,5,4,5,5,1,5,1,3,1,6,6,3,1,2,5,6,2,2,3,6,2,1,6,5,6,"3.755","129.459","130.929","36",3,2,5,3,4,2,4,2,2,4,5,"5.27","53.949","56.313","12","1","0","0","6.78","0","0","0","11.177","0","30","7.1","34.404","35.198","15","50","5.635","9.39","10.095","3","","","","","",5,3,4,"0",3,2,3,3,2,"","female","",33,"english","","black","","105","","0","bachelors","$40K-$70K","0","","Control",50,10.095,3,3.8,3.5,4.83333333333333,5.25,4,3,4,4,3,4,1,6,6,6,4,4,0.2,1.9,2.15151515151515,0.75,0.3,0.380305702527925,0.48994708994709,0.109641387419165,0.974549156486329,0.909369527145359,0.601019941759668,0.216269168573771,-0.357898454113614,-0.385221319834458,0.0791706173192649,-0.547888283179883,"hiprev","hiprom","hiass","hiloc",0,0.596936525880988,0.174094361807466,-0.033060300158641,0.427133384728308,-1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"68.189.205.43",0,0
"335","2018-09-10 06:46:03","2018-09-10 06:57:32",100,688,"1","R_ueM8bCvO9K11y5r","EN","1",5,2,2,6,6,5,5,4,5,5,5,1,2,6,5,5,2,2,5,5,3,2,1,2,5,2,2,3,3,3,"8.168","186.643","188.634","37",3,5,5,3,3,3,4,2,3,3,4,"11.561","101.085","102.457","49","1","9.035","24.972","47.634","6","4.78","9.324","24.889","3","30","3.865","69.09","70.126","50","","","","","","51","2.915","22.544","22.5","13",5,5,4,"0",3,3,4,3,3,"","female","",65,"english","","white","","76","","0","graddegree","$70K-$100K","0","","CF Loss",51,22.5,13,2.8,3.33333333333333,4.33333333333333,4.33333333333333,1,3,3,4,3,3,2,5,2,5,5,5,1.2,1.06666666666667,1.51515151515152,1.6969696969697,-0.533333333333334,-0.453027630805409,-0.51005291005291,-0.0570252792475014,0.474549156486329,-0.00729713952130773,0.601019941759668,0.216269168573771,0.397433748463374,0.402534637579827,0.0791706173192649,0.188717075317515,"loprev","loprom","hiass","loloc",1,-0.621432841197919,-0.0905477377765371,-0.00445156644864999,-0.508809686615604,1,"US","United States","7018","ATT-INTERNET4",0,"68.19.170.68",0,0
"336","2018-09-10 06:45:57","2018-09-10 06:51:20",100,323,"1","R_3fBjt7KJ3NewMrD","EN","1",5,3,4,4,5,4,3,5,3,4,5,1,2,6,2,4,3,4,4,5,5,5,6,4,4,2,2,5,5,4,"4.917","114.627","115.396","36",3,1,3,2,5,1,4,2,3,4,2,"6.132","51.092","52.036","23","1","6.994","6.994","8.048","1","0","0","15.905","0","30","11.612","15.016","17.189","2","","","","","","0","10.637","13.159","14.262","2",5,5,3,"0",1,1,1,1,1,"","male","",NA,"english","","white","","8","","0","doctorate","$70K-$100K","0","","CF Loss",0,14.262,2,4.6,3.5,3.91666666666667,4.5,5,4,5,4,3,3,4,4,3,5,5,3,0.3,0.3,0.992424242424242,0.454545454545455,1.1,1.18030570252792,1.28994708994709,0.109641387419165,0.0578824898196624,0.159369527145359,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","loass","hiloc",1,1.57163201954411,0.174094361807466,-1.46349698565819,1.32563873321846,1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"68.190.216.244",0,0
"337","2018-09-10 06:45:38","2018-09-10 06:55:22",100,584,"1","R_1NyKsi9aVTIsHTX","EN","1",2,4,3,6,4,4,6,3,2,4,3,6,4,4,6,3,2,4,3,6,4,4,6,3,2,4,3,6,4,4,"0","0","2.559","0",3,4,4,3,1,4,4,1,3,2,4,"0.84","0.84","3.628","1","1","1.361","1.361","1.576","1","0","0","0.812","0","30","1.408","9.985","10.552","6","49","1.898","2.419","2.725","2","","","","","",2,4,3,"0",2,4,3,1,4,"","male","",44,"4","","white","","2","","1","somecollege","$20K-$40K","0","","Control",49,2.725,2,2.6,3,4,3.66666666666667,2,3,2,5,3,3,2,3,3,4,3,4,2.3,0.8,1.81818181818182,1.6969696969697,-0.4,-0.319694297472075,-0.71005291005291,-0.390358612580835,0.141215823152996,-0.673963806187974,-0.457919955626414,-0.555514923199293,1.15276595104036,-0.385221319834458,-1.39868090597368,0.925322433814912,"loprev","loprom","hiass","loloc",0,-0.865106714613701,-0.619831936944544,-0.0616690338686321,-0.359058795200578,-1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"68.191.33.60",0,0
"338","2018-09-10 06:45:46","2018-09-10 06:56:23",100,637,"1","R_es2qS8qx5qqSHpT","EN","1",5,4,2,6,5,2,2,4,2,5,4,1,3,5,4,5,3,3,4,4,3,4,2,4,4,2,2,5,3,3,"5.579","171.627","172.542","30",3,1,3,1,4,1,4,1,2,3,1,"12.895","78.277","79.546","11","1","0","0","18.917","0","0","0","14.344","0","30","39.996","39.996","41.765","1","","","","","","0","17.848","17.848","20.036","1",5,5,3,"0",1,1,1,1,1,"","male","",55,"english","","white","","12","","0","associates","$40K-$70K","0","","CF Loss",0,20.036,1,4.8,3.66666666666667,3.25,4.08333333333333,5,5,5,5,3,4,5,3,2,5,4,3,0.2,0.666666666666667,1.11363636363636,1.35606060606061,1.13333333333333,1.21363903586126,1.48994708994709,0.276308054085832,-0.608784176847004,-0.257297139521308,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","loass","loloc",1,1.8153058929599,0.438736461391469,-1.46349698565819,1.36307645607222,1,"US","United States","33363","BHN-TAMPA",0,"68.205.176.174",0,0
"339","2018-09-10 06:45:56","2018-09-10 06:54:42",100,526,"1","R_110WQyRpxw5b7AD","EN","1",5,3,3,4,4,2,3,4,3,5,3,1,3,2,2,4,3,3,2,2,5,2,2,2,4,2,3,5,3,2,"9.538","141.401","142.218","35",4,3,4,3,3,3,4,2,2,5,1,"6.439","56.671","58.735","15","1","0","0","22.756","0","18.572","18.572","19.781","1","30","7.377","21.205","22.491","4","","","","","","50","10.327","12.352","13.899","2",5,5,4,"0",3,1,3,2,1,"","female","",36,"english","","white","","95","","0","associates","$100K-$250K","0","","CF Loss",50,13.899,2,3.2,4,2.58333333333333,4.16666666666667,3,3,3,4,2,4,5,4,2,4,4,5,0.2,1.2,0.628787878787879,0.515151515151515,-0.8,-0.719694297472075,-0.11005291005291,0.609641387419165,-1.27545084351367,-0.173963806187974,0.601019941759668,0.216269168573771,-1.1132306566906,-0.385221319834458,-0.659755144327207,-1.28449364167728,"loprev","hiprom","loass","loloc",1,-0.134085094366356,0.968020660559476,-0.033060300158641,-0.808311469445656,1,"US","United States","7922","COMCAST-7922",0,"68.46.254.129",0,0
"340","2018-09-10 06:45:29","2018-09-10 06:54:25",100,535,"1","R_1eODbelX2Gk4q6o","EN","1",5,1,2,5,5,6,2,4,3,2,2,1,3,2,3,5,2,3,5,5,6,4,3,3,5,3,1,5,4,3,"7.186","89.368","90.301","32",1,1,5,1,4,3,3,2,2,5,1,"5.345","39.473","40.8","11","1","0","0","13.052","0","0","0","15.815","0","30","8.15","14.1","15.519","2","50","7.44","9.011","10.234","2","","","","","",4,5,4,"0",2,2,4,2,2,"this was interesting ","female","",34,"english","","white","","66","","0","bachelors","$70K-$100K","0","","Control",50,10.234,2,4.2,4.5,4.16666666666667,4.5,5,5,3,4,5,4,5,6,5,6,4,4,0.7,0.7,2.33333333333333,1,-0.3,-0.219694297472075,0.88994708994709,1.10964138741917,0.307882489819663,0.159369527145359,0.601019941759668,-0.555514923199293,-0.357898454113614,0.402534637579827,-0.659755144327207,-0.547888283179883,"hiprev","hiprom","hiass","hiloc",0,1.08428427271255,1.76194695931149,-0.033060300158641,-0.246745626639308,-1,"US","United States","7922","COMCAST-7922",0,"68.50.112.157",0,0
"341","2018-09-10 08:00:16","2018-09-10 08:07:29",100,432,"1","R_1gw2G1HTcRs3GjH","EN","1",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,1,6,6,6,6,1,1,6,6,6,6,6,6,"7.927","102.794","103.804","34",3,2,4,5,4,4,4,4,3,4,4,"14.698","66.589","67.6","12","1","0","0","3.019","0","0","0","1.747","0","30","8.165","20.042","20.971","2","","","","","","30","5.869","7.773","8.249","3",5,5,5,"0",1,1,3,3,3,"none","female","",38,"english","","white","","13","","0","bachelors","$20K-$40K","0","","CF Loss",30,8.249,3,2.6,3.33333333333333,4.75,5.5,4,1,2,2,3,3,2,1,1,1,1,6,1.8,0.666666666666667,5.11363636363636,2.09090909090909,-0.733333333333333,-0.653027630805409,-0.71005291005291,-0.0570252792475014,0.891215823152996,1.15936952714536,1.65995983914575,-1.32729901497236,-1.1132306566906,-0.385221319834458,0.0791706173192649,0.188717075317515,"loprev","loprom","hiass","hiloc",1,-0.865106714613701,-0.0905477377765371,-0.605234974358462,-0.733436023738143,1,"US","United States","7922","COMCAST-7922",0,"68.57.9.40",0,0
"342","2018-09-10 07:00:20","2018-09-10 07:15:08",100,888,"1","R_3sdnrzVSzdjnonw","EN","1",5,4,3,4,5,4,4,5,3,4,4,1,4,3,4,4,4,3,2,5,3,2,3,4,4,3,3,5,4,4,"8.232","191.916","193.038","32",4,2,3,1,4,2,4,3,3,2,4,"20.253","101.311","103.533","11","1","0","0","63.938","0","0","0","73.954","0","30","41.001","41.001","43.9","1","40","22.536","22.536","72.259","1","","","","","",5,4,4,"0",1,1,4,2,2,"","female","",59,"english","","white","","74","","0","graddegree","$20K-$40K","0","","Control",40,72.259,1,4,2.66666666666667,3.5,4,4,5,4,3,2,3,2,3,3,4,3,3,0.5,0.666666666666667,0.818181818181818,0.727272727272727,1.33333333333333,1.41363903586126,0.68994708994709,-0.723691945914168,-0.358784176847004,-0.340630472854641,0.601019941759668,-1.32729901497236,-1.1132306566906,0.402534637579827,-0.659755144327207,-0.547888283179883,"hiprev","loprom","loass","loloc",0,0.84061039929677,-1.14911613611255,-0.319147637258551,1.58770279319476,-1,"US","United States","7922","COMCAST-7922",0,"68.61.220.139",0,0
"344","2018-09-10 06:52:57","2018-09-10 06:56:34",100,217,"1","R_sMy9G7MEdoX7VYZ","EN","1",5,2,3,4,4,3,4,4,4,3,4,2,4,4,3,4,4,3,3,4,2,3,5,4,4,2,2,4,4,4,"5.723","85.235","85.661","36",3,2,3,2,4,2,3,2,3,4,3,"2.07","24.222","24.856","12","1","0","0","7.874","0","0","0","5.223","0","30","8.345","8.345","9.133","1","100","4.808","4.808","5.694","1","","","","","",5,4,5,"0",3,4,4,4,4,"none","male","",41,"english","","white","","87","","0","graddegree","$100K-$250K","0","","Control",100,5.694,1,4,3.16666666666667,3.83333333333333,3.66666666666667,4,4,4,4,3,3,3,5,4,5,3,3,0,0.166666666666667,0.515151515151515,0.606060606060606,0.833333333333333,0.913639035861258,0.68994708994709,-0.223691945914168,-0.0254508435136707,-0.673963806187974,1.65995983914575,0.216269168573771,1.15276595104036,0.402534637579827,0.818096378965737,0.925322433814912,"hiprev","loprom","loass","loloc",0,0.84061039929677,-0.355189837360541,1.39737638534091,1.02613695038841,-1,"US","United States","16617","COMMUNITYISP",0,"68.70.176.230",0,0
"348","2018-09-10 07:11:24","2018-09-10 07:13:33",100,129,"1","R_zSk2TAGhqcagpdT","EN","1",3,4,5,4,3,5,4,4,4,3,3,5,5,4,3,4,4,3,3,4,5,4,4,3,3,3,4,5,4,5,"2.696","17.118","25.895","29",3,3,3,3,3,3,2,2,3,3,2,"1.355","12.756","13.922","12","1","0","0","3.66","0","2.996","2.996","3.765","1","30","2.638","11.962","12.432","5","","","","","","42","0.558","4.31","4.938","3",3,2,2,"0",2,2,3,2,3,"","male","",29,"english","","asian","","83","","0","bachelors","$40K-$70K","0","","CF Loss",42,4.938,3,3.2,3,3.75,3.83333333333333,3,3,3,4,3,3,4,3,4,3,2,4,0.2,0.4,0.568181818181818,0.878787878787879,0.2,0.280305702527925,-0.11005291005291,-0.390358612580835,-0.108784176847004,-0.507297139521307,-1.5168598530125,-0.555514923199293,-0.357898454113614,-0.385221319834458,-0.659755144327207,0.188717075317515,"loprev","loprom","loass","loloc",1,-0.134085094366356,-0.619831936944544,-0.261930169838569,0.314820216167039,1,"US","United States","12271","SCRR-12271",0,"69.202.200.46",0,0
"349","2018-09-10 06:47:24","2018-09-10 07:04:09",100,1005,"1","R_2DNYkB06UoryvKw","EN","1",5,1,4,5,5,2,3,4,3,4,2,1,2,1,5,5,2,2,2,3,5,2,2,1,5,1,2,4,4,3,"7.074","182.491","188.869","33",3,3,4,2,4,3,4,2,2,3,1,"6.518","94.416","96.162","13","1","0","0","44.207","0","0","0","11.603","0","30","27.091","27.091","28.506","1","","","","","","50","25.036","33.339","34.221","2",5,5,3,"1",NA,NA,NA,NA,NA,"","female","",38,"english","","white","","83","","0","somecollege","$20K-$40K","0","","CF Loss",50,34.221,2,3.6,3.83333333333333,3.25,4.75,3,4,3,4,3,4,5,6,3,5,5,6,0.3,0.566666666666667,1.84090909090909,0.386363636363636,-0.233333333333333,-0.153027630805409,0.28994708994709,0.442974720752499,-0.608784176847004,0.409369527145359,-0.457919955626414,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","hiloc",1,0.353262652465207,0.703378560975473,-0.033060300158641,-0.171870180931796,1,"US","United States","11351","RR-NYSREGION-ASN-01",0,"69.207.210.156",0,0
"350","2018-09-10 07:36:35","2018-09-10 07:45:08",100,512,"1","R_1IZ2BEZjlJg1NuD","EN","1",5,2,4,4,5,3,2,4,4,3,5,1,5,1,4,4,1,3,5,4,3,4,1,3,5,4,3,4,3,4,"4.595","118.092","119.17","30",3,4,4,5,3,5,3,4,5,2,4,"6.926","49.592","50.696","11","1","37.931","41.002","41.505","4","0","0","24.344","0","30","26.871","26.871","29.005","1","30","23.788","23.788","25.559","1","","","","","",5,5,4,"0",4,4,5,4,4,"none","female","",51,"english","","white","","84","","0","bachelors","$40K-$70K","0","","Control",30,25.559,1,1.8,2.5,4,3.91666666666667,2,1,1,2,3,1,2,5,4,4,2,4,0.7,1.1,0.727272727272727,0.810606060606061,-0.7,-0.619694297472075,-1.51005291005291,-0.890358612580835,0.141215823152996,-0.423963806187974,0.601019941759668,0.988053260346834,1.15276595104036,1.19029059499411,0.818096378965737,0.925322433814912,"loprev","loprom","hiass","loloc",0,-1.83980220827683,-1.41375823569655,-0.605234974358462,-0.695998300884387,-1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"69.68.71.48",0,0
"351","2018-09-10 06:45:37","2018-09-10 06:55:51",100,614,"1","R_25HqqZwGusS2FAv","EN","1",5,2,4,5,5,2,4,5,3,5,4,2,2,2,2,5,5,4,2,2,5,2,5,2,5,2,3,5,5,2,"7.533","111.335","111.9","32",4,4,5,4,3,4,4,2,2,4,2,"8.234","54.993","55.895","12","1","0","0","49.599","0","0","0","22.861","0","30","16.745","22.333","23.446","2","100","12.657","12.657","13.85","1","","","","","",5,5,4,"0",1,1,3,1,1,"none","male","",32,"english","","white","","84","","0","bachelors","$40K-$70K","0","","Control",100,13.85,1,2.6,3.83333333333333,2.83333333333333,4.91666666666667,2,2,2,4,2,4,4,5,2,4,5,5,0.8,0.966666666666667,1.24242424242424,0.0833333333333333,-1.23333333333333,-1.15302763080541,-0.71005291005291,0.442974720752499,-1.02545084351367,0.576036193812026,0.601019941759668,-1.32729901497236,-1.1132306566906,-0.385221319834458,-1.39868090597368,-1.28449364167728,"loprev","hiprom","loass","hiloc",0,-0.865106714613701,0.703378560975473,1.39737638534091,-1.29500186654449,-1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"69.68.71.48",0,0
"352","2018-09-10 06:46:35","2018-09-10 06:56:16",100,581,"1","R_r3jFcOLb0nIYafn","EN","1",4,1,2,3,2,4,1,2,5,5,4,1,6,5,5,3,2,2,4,6,1,3,2,5,2,1,1,4,2,2,"5.964","118.993","129.892","30",3,1,2,1,5,1,3,3,4,3,4,"5.42","39.319","40.642","11","1","0","0","33.248","0","0","0","26.715","0","30","30.506","30.506","34.824","1","100","25.263","25.263","31.673","1","","","","","",5,5,4,"0",3,2,4,2,1,"","male","",31,"english","","white","","96","","0","graddegree","$40K-$70K","0","","Control",100,31.673,1,4.6,2.5,4,2.33333333333333,5,5,5,3,3,2,2,6,2,6,1,2,0.8,0.3,2.90909090909091,0.96969696969697,2.1,2.18030570252792,1.28994708994709,-0.890358612580835,0.141215823152996,-2.00729713952131,0.601019941759668,0.216269168573771,-0.357898454113614,0.402534637579827,-0.659755144327207,-1.28449364167728,"hiprev","loprom","hiass","loloc",0,1.57163201954411,-1.41375823569655,1.39737638534091,2.44877041883116,-1,"US","United States","11427","SCRR-11427",0,"70.114.173.183",0,0
"353","2018-09-10 06:46:13","2018-09-10 06:49:24",100,191,"1","R_6yFwQ1Ik8cIS9I5","EN","1",3,2,3,3,4,4,3,3,3,2,3,1,3,1,3,3,3,2,3,3,3,4,1,3,3,2,1,2,2,4,"7.674","52.226","52.77","40",3,2,3,3,3,4,3,4,4,3,2,"2.119","17.886","18.91","12","1","0","0","20.69","0","0","0","6.812","0","30","1.493","7.135","7.739","3","","","","","","40","6.403","7.357","7.819","2",4,3,3,"0",3,3,4,4,4,"","male","",31,"english","","white","","12","","0","bachelors","$20K-$40K","0","","CF Loss",40,7.819,2,2.8,3,3.83333333333333,3.08333333333333,4,3,2,2,3,2,4,5,5,6,4,4,0.7,0.4,1.06060606060606,0.446969696969697,-0.2,-0.119694297472075,-0.51005291005291,-0.390358612580835,-0.0254508435136707,-1.25729713952131,-0.457919955626414,0.216269168573771,0.397433748463374,0.402534637579827,0.818096378965737,0.925322433814912,"loprev","loprom","loass","loloc",1,-0.621432841197919,-0.619831936944544,-0.319147637258551,-0.134432458078039,1,"US","United States","33363","BHN-TAMPA",0,"70.127.195.236",0,0
"354","2018-09-10 06:47:03","2018-09-10 07:00:15",100,791,"1","R_AmLkaF9jgSU8lgJ","EN","1",5,2,2,5,5,2,4,4,2,5,5,1,2,2,3,4,2,3,5,5,5,4,2,4,5,1,2,5,4,3,"9.682","158.401","159.142","32",3,3,4,4,3,4,4,2,3,3,2,"14.761","73.209","84.148","13","1","0","0","82.982","0","0","0","23.351","0","30","36.023","50.316","51.761","5","70","18.297","18.297","19.44","1","","","","","",5,4,4,"0",3,3,4,3,2,"","female","",37,"english","","white","","95","","0","graddegree","$70K-$100K","0","","Control",70,19.44,1,2.8,3.5,3.75,4.33333333333333,3,2,2,4,3,3,4,5,2,5,5,3,0.7,0.3,1.65909090909091,0.96969696969697,-0.7,-0.619694297472075,-0.51005291005291,0.109641387419165,-0.108784176847004,-0.00729713952130773,0.601019941759668,0.216269168573771,0.397433748463374,0.402534637579827,0.0791706173192649,-0.547888283179883,"loprev","hiprom","loass","loloc",0,-0.621432841197919,0.174094361807466,0.53911437404118,-0.695998300884387,-1,"US","United States","7018","ATT-INTERNET4",0,"70.130.88.199",0,0
"355","2018-09-10 06:56:33","2018-09-10 07:05:01",100,508,"1","R_2rvYxbHairlwHcy","EN","1",6,1,6,6,6,2,5,5,3,5,5,1,2,1,6,5,3,1,4,5,5,3,1,2,6,1,2,5,5,4,"5.932","102.415","104.02","31",3,4,5,5,3,5,5,3,2,4,3,"5.494","49.018","50.518","12","1","3.21","12.34","43.574","2","9.875","9.875","32.569","1","30","1.595","54.52","55.975","3","100","14.574","14.574","16.016","1","","","","","",5,1,3,"0",5,5,1,5,5,"I feel like I missed the Bitcoin boat.","female","",42,"english","","white","","12","","0","graddegree","$100K-$250K","0","","Control",100,16.016,1,2,4,4.16666666666667,5.41666666666667,2,1,1,3,3,4,3,6,2,5,5,5,1,0.8,1.96969696969697,0.265151515151515,-2,-1.91969429747208,-1.31005291005291,0.609641387419165,0.307882489819663,1.07603619381203,-0.457919955626414,1.7598373521199,1.90809815361735,-1.96073323466303,1.55702214061221,1.66192779231231,"loprev","hiprom","hiass","hiloc",0,-1.59612833486105,0.968020660559476,1.39737638534091,-2.15606949218089,-1,"US","United States","7018","ATT-INTERNET4",0,"70.131.48.120",0,0
"356","2018-09-10 06:49:42","2018-09-10 06:59:32",100,589,"1","R_24bKcEm8EviSCQZ","EN","1",5,1,3,4,4,2,4,4,2,2,5,1,2,1,5,4,1,2,5,5,5,5,2,3,4,1,1,3,3,2,"3.553","83.958","92.034","7",2,1,3,1,5,1,3,4,4,3,2,"2.93","36.201","63.73","7","1","3.13","26.369","28.895","9","2.422","11.2","14.866","4","30","2.287","25.516","26.656","13","80","16.556","23.066","24.236","3","","","","","",5,5,4,"0",4,3,4,2,2,"Someone should do a survey with an actual time machine that allows me to go back and actually invest my bonus in bitcoin....","male","",47,"english","","white","","100","","0",NA,"$70K-$100K","0","","Control",80,24.236,3,4.4,3.16666666666667,4.33333333333333,4,5,5,5,2,4,2,4,6,5,6,5,4,1.8,0.566666666666667,2.24242424242424,0.545454545454545,1.23333333333333,1.31363903586126,1.08994708994709,-0.223691945914168,0.474549156486329,-0.340630472854641,0.601019941759668,0.988053260346834,0.397433748463374,0.402534637579827,-0.659755144327207,-0.547888283179883,"hiprev","loprom","hiass","loloc",0,1.32795814612833,-0.355189837360541,0.82520171114109,1.47538962463349,-1,"US","United States","22773","ASN-CXA-ALL-CCI-22773-RDC",0,"70.163.6.37",0,0
"357","2018-09-10 07:15:56","2018-09-10 07:23:21",100,444,"1","R_xAcJcaMKol4tVbr","EN","1",5,3,3,6,5,2,3,4,1,5,3,2,3,1,2,5,4,3,1,4,4,2,1,2,4,1,3,4,4,1,"4.8","88.894","89.8","34",3,3,3,3,4,3,3,4,2,1,1,"5.665","38.993","40.671","11","1","0","0","18.531","0","5.041","5.041","19.378","1","30","18.253","18.253","20.146","1","","","","","","50","21.08","33.229","33.996","2",5,5,3,"0",5,5,5,5,5,"I missed Bitcoin, most of us did. However, cryptos still have the potential to become the future; if I was a betting man, I would put all of my money on Ripple XRP.","male","",51,"english","","white","","92","","0","somecollege","$20K-$40K","0","","CF Loss",50,33.996,2,3,3.16666666666667,2.41666666666667,4.41666666666667,3,3,3,2,3,4,5,4,2,4,4,5,0.5,1.76666666666667,1.35606060606061,0.628787878787879,-0.166666666666667,-0.0863609641387418,-0.31005291005291,-0.223691945914168,-1.44211751018034,0.0760361938120262,-0.457919955626414,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","loprom","loass","loloc",1,-0.377758967782138,-0.355189837360541,-0.033060300158641,-0.0969947352242825,1,"US","United States","22773","ASN-CXA-ALL-CCI-22773-RDC",0,"70.181.35.44",0,0
"358","2018-09-10 06:51:47","2018-09-10 06:59:34",100,466,"1","R_1IyBAfAq09uHRKp","EN","1",4,3,1,4,3,3,2,3,5,5,3,1,4,2,5,4,3,3,2,5,3,2,5,4,4,1,2,4,1,1,"3.294","73.751","74.685","36",3,1,3,1,5,1,3,1,3,2,4,"189.584","235.272","236.603","15","1","0","0","10.46","0","0","0","12.118","0","30","5.375","7.801","8.858","2","100","5.393","5.393","6.143","1","","","","","",5,5,5,"0",5,5,5,5,5,"","female","",28,"english","","white","","88","","0","somecollege","$70K-$100K","0","","Control",100,6.143,1,5,2.66666666666667,3.25,3.08333333333333,5,5,5,5,3,3,2,4,2,5,3,3,0,0.266666666666667,2.20454545454545,1.17424242424242,2.33333333333333,2.41363903586126,1.68994708994709,-0.723691945914168,-0.608784176847004,-1.25729713952131,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","loprom","loass","loloc",0,2.05897976637568,-1.14911613611255,1.39737638534091,2.71083447880745,-1,"US","United States","22773","ASN-CXA-ALL-CCI-22773-RDC",0,"70.185.192.222",0,0
"359","2018-09-10 06:47:04","2018-09-10 06:52:49",100,345,"1","R_T5x1UHwbq2omMtb","EN","1",5,5,4,2,3,6,3,6,4,5,6,2,5,4,6,6,5,2,2,5,5,6,2,2,2,1,4,6,6,5,"3.506","59.897","67.276","36",3,3,4,3,3,3,4,4,2,3,3,"4.119","29.217","30.378","13","1","5.301","9.048","21.003","3","2.981","7.422","18.351","3","30","9.994","20.294","20.885","2","100","5.244","14.959","25.641","2","","","","","",5,5,5,"0",5,5,5,5,5,"Everything worked fine.","male","",34,"english","","hispanic","","79","","0","graddegree","$70K-$100K","0","","Control",100,25.641,2,2.8,3.5,4.16666666666667,4.33333333333333,3,3,3,2,3,4,3,2,2,3,2,5,0.2,0.3,2.87878787878788,2.78787878787879,-0.7,-0.619694297472075,-0.51005291005291,0.109641387419165,0.307882489819663,-0.00729713952130773,1.65995983914575,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,1.66192779231231,"loprev","hiprom","hiass","loloc",0,-0.621432841197919,0.174094361807466,1.39737638534091,-0.695998300884387,-1,"US","United States","22773","ASN-CXA-ALL-CCI-22773-RDC",0,"70.189.219.67",0,0
